代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
01810,1810.HK,Technology,25.88,6666.43,16.750536,56.79,59.9,17.76,156.28,,,,15.64,8.23,34142377000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01818,1818.HK,Basic Materials,22.48,647.77,17.173221,46.93,42.36,18.97,250.49,,,,6.85,37.43,2597165000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01836,1836.HK,Consumer Cyclical,14.19,119.76,11.087582,18.31,17.37,-1.25,5.34,,,,12.58,1.13,194736000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01866,1866.HK,Basic Materials,9.405,119.91,11.268763,27.54,12.98,3.19,-11.09,,,,9.56,43.07,3376765000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01876,1876.HK,Consumer Defensive,6.345,840.27,19.511771,30.27,9.1,-3.82,-18.79,,,,4.77,1.88,951000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01882,1882.HK,Industrials,20.06,320.16,8.336357,23.44,26.2,12.94,13.38,,,,14.32,9.12,3479819000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00012,0012.HK,Real Estate,27.06,1309.97,23.736842,24.12,35.66,0.25,-15.1,,,,1.75,14.78,12325000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00016,0016.HK,Real Estate,117.6,3407.79,15.489249,20.97,148.8,-4.1,-13.68,,,,3.14,15.85,24516000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00027,0027.HK,Consumer Cyclical,34.94,1530.02,14.343186,20.99,44.22,62.51,nan,,,,12.84,2.04,14253563000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00101,0101.HK,Real Estate,7.18,373.58,21.959604,30.29,10.3,-1.3,-22.21,,,,1.34,24.17,5864000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06181,6181.HK,Consumer Cyclical,346.4,498.82,10.50432,61.43,898.0,176.31,272.04,,,,43.87,31.36,-6848198000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06618,6618.HK,Healthcare,39.52,1260.69,20.220112,44.88,71.7,16.26,141.83,,,,8.95,0.78,10173949000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06655,6655.HK,Basic Materials,14.11,103.67,8.058437,30.15,20.2,5.07,1.87,,,,8.9,31.15,6694037666.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06690,6690.HK,Consumer Cyclical,21.1,602.19,9.022742,25.18,28.2,7.47,9.95,,,,16.47,15.32,26002941969.92,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03330,3330.HK,Basic Materials,20.56,246.1,16.634304,34.1,31.2,9.08,85.89,,,,31.63,38.91,725733000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03360,3360.HK,Financial Services,6.835,329.31,7.041828,19.96,8.54,4.69,-12.91,,,,7.95,73.78,9965983000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03393,3393.HK,Industrials,19.24,200.87,17.178571,43.08,33.8,19.82,48.4,,,,16.97,14.27,1407697000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03606,3606.HK,Consumer Cyclical,55.4,336.14,13.798837,35.58,86.0,17.68,25.11,,,,24.8,24.11,12055090552.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01698,1698.HK,Communication Services,32.94,1036.95,9.890883,68.08,103.2,5.1,44.33,,,,13.77,3.72,10231000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01772,1772.HK,Basic Materials,39.4,190.3,18.41441,56.8,91.2,-17.97,-57.15,,,,3.57,29.88,2944844627.19,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02282,2282.HK,Consumer Cyclical,10.15,385.7,8.402318,40.71,17.12,87.6,nan,,,,156.27,64.6,8737668000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02285,2285.HK,Industrials,20.6,104.85,13.817252,24.26,27.2,-6.47,-11.2,,,,9.59,15.21,229355000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02299,2299.HK,Consumer Cyclical,5.35,112.89,15.801941,16.01,6.37,5.06,-0.65,,,,5.59,8.17,-1095469000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01898,1898.HK,Energy,10.81,443.93,8.802932,29.07,15.24,-12.44,-7.4,,,,9.04,19.33,29791934000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02096,2096.HK,Healthcare,12.17,312.53,19.371923,19.3,15.08,6.93,13.02,,,,14.29,8.06,2013530000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02099,2099.HK,Basic Materials,187.2,741.31,15.354889,24.58,248.2,5.84,27.98,,,,20.22,16.31,709984000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00551,0551.HK,Consumer Cyclical,13.77,221.01,8.268774,27.91,19.1,-3.62,8.74,,,,8.25,12.95,591240000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00576,0576.HK,Industrials,6.215,125.75,6.227893,23.84,8.16,8.82,0.93,,,,10.57,36.38,4203482000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00590,0590.HK,Consumer Cyclical,24.22,142.17,6.95977,29.8,34.5,12.83,16.77,,,,13.63,21.49,23240000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00631,0631.HK,Industrials,7.165,235.73,12.043662,55.88,16.24,16.13,2.23,,,,13.48,25.06,2457148000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09896,9896.HK,Consumer Cyclical,23.5,291.16,12.198871,54.76,51.95,28.59,23.6,,,,11.35,37.83,2577891000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09899,9899.HK,Communication Services,115.2,241.92,7.693959,61.34,298.0,-4.8,nan,,,,21.35,0.04,1618081000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09901,9901.HK,Consumer Defensive,41.58,661.54,17.663184,18.55,51.05,16.42,nan,,,,10.15,10.3,896592000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09911,9911.HK,Technology,8.08,113.12,10.963365,42.65,14.09,35.0,92.93,,,,38.39,1.96,1454668000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09961,9961.HK,Consumer Cyclical,354.2,2230.42,6.248677,42.22,613.0,46.04,187.37,,,,19.48,11.82,14379000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09985,9985.HK,Consumer Defensive,7.88,191.48,11.28888,45.28,14.4,15.96,111.19,,,,19.52,19.58,1494379000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09987,9987.HK,Consumer Cyclical,376.4,1291.05,17.643413,16.58,451.2,7.23,28.09,,,,17.27,21.72,1466000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06030,6030.HK,Financial Services,26.98,923.8,10.507285,17.99,32.9,4.88,12.16,,,,9.4,13.91,74104321265.96,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06055,6055.HK,Consumer Defensive,22.2,153.55,15.633803,53.85,48.1,20.54,37.77,,,,26.9,31.44,1035402000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06060,6060.HK,Financial Services,10.88,177.87,12.917136,47.99,20.92,16.26,nan,,,,4.33,5.93,3535832000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06066,6066.HK,Financial Services,11.6,146.28,7.136718,26.4,15.76,15.45,7.87,,,,7.93,27.38,42719709000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06099,6099.HK,Financial Services,14.88,189.65,8.719436,21.68,19.0,10.31,15.24,,,,8.95,29.45,-31368505124.65,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00512,0512.HK,Healthcare,5.325,189.01,15.025395,46.1,9.88,8.71,-15.81,,,,7.29,17.38,1649523000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01585,1585.HK,Consumer Cyclical,9.825,305.82,8.843111,34.54,15.01,6.02,10.45,,,,27.83,7.05,5989810000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02018,2018.HK,Technology,41.82,483.44,16.518291,18.0,51.0,15.55,45.16,,,,10.31,22.11,7183014000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02367,2367.HK,Consumer Defensive,29.6,314.35,14.056891,54.95,65.7,32.65,24.09,,,,19.32,0.09,1780622000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02378,2378.HK,Financial Services,107.1,2678.57,8.891742,18.37,131.2,nan,nan,,,,19.77,2.49,2450000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02382,2382.HK,Technology,58.6,632.29,11.857667,35.89,91.4,9.2,24.43,,,,15.92,10.54,6079499000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02400,2400.HK,Communication Services,42.46,205.51,11.888239,54.07,92.45,18.88,nan,,,,40.28,2.34,1712603000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00358,0358.HK,Basic Materials,36.46,505.88,13.542569,32.17,53.75,4.3,5.96,,,,8.77,34.46,-6914101315.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00363,0363.HK,Industrials,13.4,145.66,7.212056,17.23,16.19,-12.74,-4.43,,,,4.03,33.88,8787009000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00384,0384.HK,Utilities,5.56,302.91,11.12,37.18,8.85,-7.16,-14.12,,,,4.76,42.18,7017584000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00392,0392.HK,Industrials,29.5,371.11,6.309377,20.01,36.88,3.19,-8.09,,,,5.68,37.06,7407674000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00425,0425.HK,Consumer Cyclical,27.66,323.9,10.231032,40.85,46.76,14.14,21.51,,,,11.45,21.37,4912275000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00285,0285.HK,Technology,23.74,534.86,13.094447,49.16,46.7,18.75,23.68,,,,10.2,10.63,18768443000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00288,0288.HK,Consumer Defensive,7.855,1007.8,8.206668,27.54,10.84,-0.13,4.58,,,,14.01,18.82,2526000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00291,0291.HK,Consumer Defensive,22.28,722.76,18.430499,24.22,29.4,2.51,-8.11,,,,10.45,4.96,7127000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00303,0303.HK,Technology,51.75,131.44,12.466957,23.78,67.9,-3.29,-3.49,,,,20.72,9.76,123900000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00762,0762.HK,Communication Services,6.265,1916.96,8.558743,41.34,10.68,3.39,7.52,,,,5.65,5.09,90175000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00763,0763.HK,Technology,25.32,191.29,23.612528,45.5,46.46,2.88,-11.41,,,,7.45,30.31,3918746000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
