二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
334,DOX,,37.8,C-暂缓,0.0,14.33337,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
335,LMT,,37.8,C-暂缓,0.0,21.709014,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
336,URBN,,37.8,C-暂缓,0.0,14.296767,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
337,NTR,,37.8,C-暂缓,0.0,14.308457,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
338,FTDR,,37.8,C-暂缓,0.0,21.709763,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
339,EXG,,37.8,C-暂缓,0.0,21.710526,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
340,BTI,Consumer Defensive,37.7,C-暂缓,10.0,14.516916,16.48,-2.53,5.21,否,经营现金流3Y为负,67.3,-2.53,5.21,-15.18,-4.51,-8.24,83.5,30.32,16.2,6.8,32.09,0.73,6.12,0.87,0.22,0.73,-0.85,6342000000.0
341,DDS,,37.7,C-暂缓,0.0,14.098994,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
342,IHI,,37.7,C-暂缓,0.0,14.183729,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
343,VCR,,37.7,C-暂缓,0.0,21.945088,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
344,CMC,Industrials,37.6,C-暂缓,0.0,12.948402,22.25,-4.36,-58.88,否,无,84.87,-4.36,-58.88,0.7,-4.02,-7.22,15.65,1.09,2.02,1.21,18.88,0.32,3.36,2.78,1.11,3.69,-1.82,715070000.0
345,LYG,,37.6,C-暂缓,0.0,14.025444,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
346,DTE,,37.6,C-暂缓,0.0,22.032739,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
347,PNFP,,37.6,C-暂缓,0.0,14.004132,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
348,MO,,37.6,C-暂缓,0.0,13.912637,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
349,MTCH,,37.6,C-暂缓,0.0,14.038934,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
350,QGEN,,37.6,C-暂缓,0.0,22.031644,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
351,TRU,,37.6,C-暂缓,0.0,22.042216,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
352,TTEK,,37.6,C-暂缓,0.0,21.989827,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
353,MDYG,,37.6,C-暂缓,0.0,13.913475,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
354,GRFS,,37.6,C-暂缓,7.0,10.942631,,7.46,29.52,否,利润增长显著快于营收,,7.46,29.52,nan,2.24,0.61,38.0,5.34,7.63,1.96,48.53,1.81,2.07,2.51,0.37,1.55,0.11,1047000000.0
355,LNT,,37.5,C-暂缓,0.0,22.203871,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
356,DAL,,37.5,C-暂缓,0.0,13.81894,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
357,DAVE,,37.5,C-暂缓,0.0,22.116555,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
358,DIS,,37.5,C-暂缓,0.0,22.105713,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
359,HSBC,,37.5,C-暂缓,0.0,13.794315,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
360,ICE,,37.5,C-暂缓,0.0,22.198332,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
361,SO,,37.5,C-暂缓,0.0,22.196711,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
362,POR,,37.5,C-暂缓,0.0,22.15876,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
363,PSX,,37.5,C-暂缓,0.0,13.829338,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
364,OUT,,37.5,C-暂缓,0.0,22.093081,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
365,HHH,,37.5,C-暂缓,0.0,13.847943,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
366,BCO,Industrials,37.4,C-暂缓,6.0,25.274552,19.56,5.07,5.39,否,ROE>40%,136.37,5.07,5.39,10.04,-5.39,-1.61,25.81,3.8,71.91,2.86,62.9,16.62,2.44,1.51,0.75,2.19,-3.89,639500000.0
367,L,,37.4,C-暂缓,0.0,13.62857,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
368,LAZ,,37.4,C-暂缓,0.0,22.266768,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
369,LDOS,,37.4,C-暂缓,0.0,13.661512,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
370,LEVI,,37.4,C-暂缓,0.0,13.624375,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
371,TIGO,,37.4,C-暂缓,0.0,22.340505,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
372,FRME,,37.4,C-暂缓,0.0,13.639961,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
373,GDS,,37.4,C-暂缓,0.0,13.622625,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
374,HCA,,37.4,C-暂缓,0.0,13.626082,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
375,HESM,,37.4,C-暂缓,0.0,13.725999,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
376,OTF,Financial Services,37.3,C-暂缓,21.0,13.849367,29.96,149.84,235.95,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,15.82,149.84,235.95,nan,,,nan,92.43,8.96,6.72,42.73,0.78,1.75,,0.07,-1.27,31.33,-915952000.0
377,SBCF,,37.3,C-暂缓,0.0,22.477881,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
378,KVUE,,37.3,C-暂缓,0.0,22.505962,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
379,LEN,,37.3,C-暂缓,0.0,13.598624,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
380,PNC,,37.3,C-暂缓,0.0,13.555123,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
381,HMY,,37.3,C-暂缓,0.0,13.565248,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
382,KBH,,37.3,C-暂缓,0.0,13.511503,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
383,VNT,,37.3,C-暂缓,0.0,13.59674,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
384,FINN,,37.3,C-暂缓,0.0,13.546263,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
385,LEN.B,,37.2,C-暂缓,0.0,13.375875,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
386,SYY,,37.2,C-暂缓,0.0,22.530055,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
387,PHM,,37.2,C-暂缓,0.0,13.328262,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
388,GME,,37.2,C-暂缓,0.0,13.429047,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
389,HBAN,,37.2,C-暂缓,0.0,13.395717,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
390,HCXY,,37.2,C-暂缓,0.0,13.435814,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
391,ADEA,Technology,37.1,C-暂缓,10.0,25.220183,20.14,0.34,nan,否,经营现金流3Y为负,34.34,0.34,nan,-4.77,-21.18,nan,169.36,25.05,23.11,10.39,41.16,0.89,4.49,3.81,0.41,1.34,1.2,158086000.0
392,MCK,,37.1,C-暂缓,0.0,22.776626,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
393,DRVN,,37.1,C-暂缓,0.0,13.27411,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
394,EBC,,37.1,C-暂缓,0.0,13.183398,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
395,PBI,,37.1,C-暂缓,0.0,13.184115,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
396,IMO,,37.1,C-暂缓,0.0,22.811434,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
397,NBIX,,37.1,C-暂缓,0.0,22.79641,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
398,EPD,,37.1,C-暂缓,0.0,13.202847,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
399,ERIC,,37.1,C-暂缓,0.0,13.319056,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
400,MLM,,37.0,C-暂缓,0.0,13.166405,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
401,SYF,,37.0,C-暂缓,0.0,8.152023,,,,否,无,,,,,,,nan,nan,nan,nan,12.75,0.91,,,,nan,-7.45,
402,MRX,,37.0,C-暂缓,0.0,13.094512,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
403,SKWD,,37.0,C-暂缓,0.0,13.111629,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
404,UL,,37.0,C-暂缓,0.0,13.075358,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
405,FR,,37.0,C-暂缓,0.0,22.83935,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
406,FCPT,,37.0,C-暂缓,0.0,22.922683,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
407,KEY,,36.9,C-暂缓,0.0,12.923977,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
408,HRMY,,36.9,C-暂缓,0.0,12.918066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
409,HUBG,,36.9,C-暂缓,0.0,22.99436,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
410,MTB,,36.9,C-暂缓,0.0,12.946003,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
411,UBSI,,36.9,C-暂缓,0.0,13.023738,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
412,MDYV,,36.9,C-暂缓,0.0,12.981744,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
413,ELPC,,36.9,C-暂缓,0.0,13.013697,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
414,SU,,36.8,C-暂缓,0.0,12.826289,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
415,JNK,,36.8,C-暂缓,0.0,12.872587,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
416,TBBK,,36.8,C-暂缓,0.0,12.799119,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
417,UGI,,36.8,C-暂缓,0.0,12.7533,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
418,FCF,,36.8,C-暂缓,0.0,12.855848,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
419,IDA,,36.7,C-暂缓,0.0,23.350897,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
420,TCBI,,36.7,C-暂缓,0.0,12.721107,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
421,TMDX,,36.7,C-暂缓,0.0,23.392241,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
422,PB,,36.7,C-暂缓,0.0,12.639012,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
423,PCG,,36.7,C-暂缓,0.0,12.712585,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
424,ICL,,36.7,C-暂缓,0.0,23.273626,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
425,NBTB,,36.7,C-暂缓,0.0,12.68276,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
426,WBS,,36.7,C-暂缓,0.0,12.618989,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
427,MDY,,36.7,C-暂缓,0.0,23.380146,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
428,OR,,36.7,C-暂缓,0.0,23.266667,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
429,EFSC,,36.7,C-暂缓,0.0,12.640232,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
430,EQX,,36.7,C-暂缓,0.0,12.661266,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
431,BRK.A,,36.6,C-暂缓,0.0,12.575984,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
432,MD,,36.6,C-暂缓,0.0,12.494258,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
433,LCII,,36.6,C-暂缓,0.0,12.479722,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
434,FTS,,36.6,C-暂缓,0.0,23.479834,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
435,GLPI,,36.6,C-暂缓,0.0,12.575685,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
436,GNTX,,36.6,C-暂缓,0.0,12.486755,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
437,PJT,,36.6,C-暂缓,0.0,23.504076,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
438,WFC,,36.6,C-暂缓,0.0,12.489456,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
439,USB,,36.6,C-暂缓,0.0,12.538922,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
440,MDLZ,,36.6,C-暂缓,0.0,23.503347,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
441,FMS,,36.6,C-暂缓,0.0,12.470726,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
442,EWBC,,36.6,C-暂缓,0.0,12.526995,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
443,SHOO,,36.5,C-暂缓,0.0,23.652379,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
444,LAD,,36.5,C-暂缓,0.0,12.362751,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
445,EQT,,36.5,C-暂缓,0.0,12.438849,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
446,ALE,,36.4,C-暂缓,0.0,23.831376,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
447,PAYC,,36.4,C-暂缓,0.0,23.760672,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
448,WCC,,36.4,C-暂缓,0.0,23.779391,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
449,UDR,,36.4,C-暂缓,0.0,23.749044,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
450,UMBF,,36.4,C-暂缓,0.0,12.180422,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
451,FRT,,36.4,C-暂缓,0.0,23.707808,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
452,LIVN,,36.3,C-暂缓,0.0,23.846608,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
453,SWX,,36.3,C-暂缓,0.0,12.152318,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
454,HURN,,36.3,C-暂缓,0.0,23.893002,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
455,MC,,36.3,C-暂缓,0.0,23.888502,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
456,PRI,,36.3,C-暂缓,0.0,12.081562,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
457,PVH,,36.3,C-暂缓,0.0,23.936364,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
458,GD,,36.3,C-暂缓,0.0,23.926869,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
459,ESE,,36.3,C-暂缓,0.0,23.970652,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
460,EWJ,,36.3,C-暂缓,0.0,12.150053,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
461,DVY,,36.2,C-暂缓,0.0,11.875395,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
462,IWR,,36.2,C-暂缓,0.0,11.884391,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
463,KALU,,36.2,C-暂缓,0.0,11.640772,,,,否,无,,,,,9.97,11.34,nan,nan,nan,nan,42.44,1.32,,2.95,,nan,0.56,
464,SIG,,36.2,C-暂缓,0.0,11.946145,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
465,TDS,,36.2,C-暂缓,0.0,11.9419,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
466,FBP,,36.2,C-暂缓,0.0,11.99627,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
467,FHI,,36.2,C-暂缓,0.0,11.906435,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
468,FHN,,36.2,C-暂缓,0.0,11.946737,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
469,LNTH,,36.1,C-暂缓,0.0,24.146602,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
470,LRN,,36.1,C-暂缓,0.0,11.788515,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
471,PBA,,36.1,C-暂缓,0.0,24.26171,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
472,HMN,,36.1,C-暂缓,0.0,11.769911,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
473,PSO,,36.1,C-暂缓,0.0,24.170366,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
474,TRMK,,36.1,C-暂缓,0.0,11.837425,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
475,NVS,,36.1,C-暂缓,0.0,24.23529,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
476,EPRT,,36.1,C-暂缓,0.0,24.216148,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
477,ERIE,,36.1,C-暂缓,0.0,24.263343,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
478,EVRG,,36.1,C-暂缓,0.0,24.129659,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
479,FCFS,,36.1,C-暂缓,0.0,24.164689,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
480,SWK,,36.0,C-暂缓,0.0,24.400978,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
481,LQD,,36.0,C-暂缓,0.0,11.644967,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
482,MAIN,,36.0,C-暂缓,0.0,11.709105,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
483,SAN,,36.0,C-暂缓,0.0,11.616754,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
484,LEA,,36.0,C-暂缓,0.0,11.628563,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
485,DOV,,36.0,C-暂缓,0.0,24.349026,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
486,TFC,,36.0,C-暂缓,0.0,11.721418,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
487,NFG,,36.0,C-暂缓,0.0,11.60564,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
488,FFBC,,36.0,C-暂缓,0.0,11.632527,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
489,VAW,,36.0,C-暂缓,0.0,24.408003,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
490,VST,,36.0,C-暂缓,0.0,24.325712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
491,UCB,,36.0,C-暂缓,0.0,11.692456,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
492,NVO,,36.0,C-暂缓,0.0,11.611164,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
493,EOG,,36.0,C-暂缓,0.0,11.632685,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
494,FHB,,36.0,C-暂缓,0.0,11.635109,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
495,FIBK,,36.0,C-暂缓,0.0,11.656394,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
496,PYPL,,35.9,C-暂缓,0.0,11.546119,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
497,IEMG,,35.9,C-暂缓,0.0,11.580036,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
498,TOL,,35.9,C-暂缓,0.0,11.45213,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
499,KBR,,35.9,C-暂缓,0.0,11.444858,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
500,LTH,,35.9,C-暂缓,0.0,24.422075,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
501,SIRI,,35.9,C-暂缓,0.0,11.514056,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
502,UNP,,35.9,C-暂缓,0.0,24.434855,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
503,ONB,,35.9,C-暂缓,0.0,11.554842,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
504,GOLF,,35.9,C-暂缓,0.0,24.481584,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
505,HD,,35.9,C-暂缓,0.0,24.453632,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
506,EFA,,35.9,C-暂缓,0.0,11.556409,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
507,EQNR,,35.9,C-暂缓,0.0,11.579428,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
508,ERO,,35.9,C-暂缓,0.0,11.527097,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
509,KGC,,35.8,C-暂缓,0.0,11.368821,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
510,GL,,35.8,C-暂缓,0.0,11.371361,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
511,SNY,,35.8,C-暂缓,0.0,24.581318,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
512,ORCL,,35.8,C-暂缓,0.0,24.667238,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
513,RRC,,35.7,C-暂缓,0.0,11.145899,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
514,SHY,,35.7,C-暂缓,0.0,24.777266,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
515,SMCI,,35.7,C-暂缓,0.0,11.220859,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
516,VPL,,35.7,C-暂缓,0.0,11.252038,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
517,TROW,,35.7,C-暂缓,0.0,11.267075,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
518,TTE,,35.7,C-暂缓,0.0,11.224238,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
519,GPI,,35.7,C-暂缓,0.0,11.206535,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
520,IJJ,,35.6,C-暂缓,0.0,11.104572,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
521,GFI,,35.6,C-暂缓,0.0,11.121631,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
522,RTO,,35.6,C-暂缓,0.0,24.97732,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
523,SIGI,,35.6,C-暂缓,0.0,11.134259,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
524,PRU,,35.6,C-暂缓,0.0,11.080689,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
525,USAC,,35.6,C-暂缓,0.0,24.985367,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
526,ONEQ,,35.6,C-暂缓,0.0,11.091685,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
527,FNB,,35.6,C-暂缓,0.0,11.036268,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
528,LIF,,35.5,C-暂缓,0.0,25.110465,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
529,PAYX,,35.5,C-暂缓,0.0,25.051125,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
530,NCLH,,35.5,C-暂缓,0.0,10.931938,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
531,UNH,,35.5,C-暂缓,0.0,25.01738,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
532,FRO,,35.5,C-暂缓,0.0,10.935396,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
533,EEFT,,35.5,C-暂缓,0.0,10.923163,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
534,TMHC,,35.4,C-暂缓,0.0,10.797317,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
535,IBOC,,35.4,C-暂缓,0.0,10.772535,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
536,SOLV,,35.4,C-暂缓,0.0,10.755554,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
537,UAL,,35.4,C-暂缓,0.0,10.830634,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
538,MDT,,35.4,C-暂缓,0.0,25.235925,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
539,G,,35.4,C-暂缓,0.0,10.832053,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
540,GRBK,,35.4,C-暂缓,0.0,10.73969,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
541,HCC,,35.4,C-暂缓,0.0,25.252404,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
542,FE,,35.4,C-暂缓,0.0,25.255022,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
543,BABA,Consumer Cyclical,35.3,C-暂缓,18.0,20.206248,34.28,5.62,12.49,否,经营现金流3Y为负；FCF/NI<70%,192.67,5.62,12.49,-27.47,3.88,-12.83,39.81,10.12,9.76,5.58,14.75,0.27,14.21,1.28,0.55,-0.49,-3.27,76213000000.0
544,RGA,,35.3,C-暂缓,0.0,10.602337,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
545,TME,,35.3,C-暂缓,0.0,10.7019,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
546,TOWN,,35.3,C-暂缓,0.0,10.665774,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
547,IX,,35.3,C-暂缓,0.0,10.584086,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
548,UGP,,35.3,C-暂缓,0.0,10.668986,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
549,DVN,,35.2,C-暂缓,0.0,10.476087,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
550,THC,,35.2,C-暂缓,0.0,10.428034,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
551,THG,,35.2,C-暂缓,0.0,10.451777,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
552,IWP,,35.2,C-暂缓,0.0,10.491539,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
