二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
291,LTC,,38.1,C-暂缓,0.0,14.705675,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
292,MTCH,,38.1,C-暂缓,0.0,14.70375,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
293,MUFG,,38.1,C-暂缓,0.0,21.273591,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
294,SO,,38.1,C-暂缓,0.0,21.248072,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
295,STLD,,38.1,C-暂缓,0.0,21.294465,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
296,FRSH,,38.1,C-暂缓,0.0,21.219428,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
297,GTX,,38.1,C-暂缓,0.0,14.648352,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
298,IYY,,38.0,C-暂缓,0.0,14.62249,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
299,KEX,,38.0,C-暂缓,0.0,21.371038,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
300,NWBI,,38.0,C-暂缓,0.0,14.604544,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
301,OII,,38.0,C-暂缓,0.0,14.59235,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
302,GDDY,,38.0,C-暂缓,0.0,14.505615,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
303,ERIC,,38.0,C-暂缓,0.0,13.056612,27.74,,,否,无,13.77,,,,,,nan,nan,nan,,,,,,,nan,,
304,ET,,38.0,C-暂缓,0.0,14.593192,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
305,PR,,37.9,C-暂缓,0.0,14.356875,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
306,VCR,,37.9,C-暂缓,0.0,21.647701,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
307,VCTR,,37.9,C-暂缓,0.0,21.574255,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
308,WDS,,37.9,C-暂缓,0.0,14.367342,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
309,TS,,37.9,C-暂缓,0.0,14.455148,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
310,OUT,,37.9,C-暂缓,0.0,21.561332,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
311,BTI,Consumer Defensive,37.8,C-暂缓,10.0,14.555814,16.6,-2.53,5.21,否,经营现金流3Y为负,67.3,-2.53,5.21,-15.18,-4.51,-8.24,83.5,30.32,16.2,6.8,32.09,0.73,6.12,0.87,0.22,0.73,-0.85,6342000000.0
312,VIV,,37.8,C-暂缓,0.0,14.272539,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
313,PBI,,37.7,C-暂缓,0.0,14.101841,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
314,IMO,,37.7,C-暂缓,0.0,21.871292,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
315,POR,,37.7,C-暂缓,0.0,21.920114,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
316,QGEN,,37.7,C-暂缓,0.0,21.9197,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
317,FTDR,,37.7,C-暂缓,0.0,21.870712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
318,PNFP,,37.6,C-暂缓,0.0,13.924242,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
319,PSX,,37.6,C-暂缓,0.0,13.927511,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
320,TTEK,,37.6,C-暂缓,0.0,21.953778,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
321,UNM,,37.6,C-暂缓,0.0,21.963559,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
322,HCA,,37.6,C-暂缓,0.0,13.98661,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
323,EXG,,37.6,C-暂缓,0.0,22.017544,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
324,AB,Financial Services,37.5,C-暂缓,10.0,10.886191,16.39,2.89,3.03,否,经营现金流3Y为负,44.11,2.89,3.03,-0.95,,,nan,90.11,24.21,18.31,,,,,0.2,1.18,-6.75,352372000.0
325,NRG,Utilities,37.5,C-暂缓,6.0,28.724728,41.5,-0.88,-10.89,否,ROE>40%,189.96,-0.88,-10.89,74.5,-5.21,-15.01,19.38,2.81,51.4,3.25,57.04,9.89,2.53,1.64,1.16,0.89,-6.05,1913000000.0
326,IHI,,37.5,C-暂缓,0.0,13.820622,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
327,ELPC,,37.5,C-暂缓,0.0,13.81246,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
328,GDS,,37.4,C-暂缓,0.0,13.651227,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
329,HESM,,37.4,C-暂缓,0.0,13.660391,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
330,FERG,,37.4,C-暂缓,0.0,22.309522,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
331,MRX,,37.3,C-暂缓,0.0,13.588891,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
332,SKWD,,37.3,C-暂缓,0.0,13.551008,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
333,VNT,,37.3,C-暂缓,0.0,13.510136,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
334,MDYG,,37.3,C-暂缓,0.0,13.607354,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
335,FRME,,37.3,C-暂缓,0.0,13.610746,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
336,HCXY,,37.3,C-暂缓,0.0,13.478964,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
337,EPD,,37.3,C-暂缓,0.0,13.514562,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
338,FINN,,37.3,C-暂缓,0.0,13.546263,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
339,NBIX,,37.2,C-暂缓,0.0,22.579497,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
340,TRU,,37.2,C-暂缓,0.0,22.604222,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
341,UL,,37.2,C-暂缓,0.0,13.466501,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
342,FR,,37.2,C-暂缓,0.0,22.54094,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
343,LEN.B,,37.1,C-暂缓,0.0,13.232567,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
344,PNC,,37.1,C-暂缓,0.0,13.321926,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
345,HUBG,,37.1,C-暂缓,0.0,22.770165,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
346,GME,,37.1,C-暂缓,0.0,13.309877,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
347,HBAN,,37.1,C-暂缓,0.0,13.200671,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
348,OTF,Financial Services,37.0,C-暂缓,21.0,14.122383,28.07,149.84,235.95,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,15.82,149.84,235.95,nan,,,nan,92.43,8.96,6.72,42.73,0.78,1.75,,0.07,-1.27,31.33,-915952000.0
349,CMC,Industrials,37.0,C-暂缓,0.0,12.847718,20.31,-4.36,-58.88,否,无,84.87,-4.36,-58.88,0.7,-4.02,-7.22,15.65,1.09,2.02,1.21,18.88,0.32,3.36,2.78,1.11,3.69,-1.82,715070000.0
350,KT,Communication Services,37.0,C-暂缓,8.0,11.322873,20.14,3.29,10.89,否,FCF/NI<70%,24.58,3.29,10.89,11.17,-1.67,-11.06,64.05,6.08,9.76,4.04,25.05,0.61,7.56,1.19,0.66,0.52,-1.99,4941733000000.0
351,PHM,,37.0,C-暂缓,0.0,13.11102,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
352,FTS,,37.0,C-暂缓,0.0,22.824253,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
353,ICE,,37.0,C-暂缓,0.0,22.916912,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
354,KBH,,37.0,C-暂缓,0.0,13.142572,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
355,MDLZ,,37.0,C-暂缓,0.0,22.843964,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
356,FMX,,37.0,C-暂缓,0.0,22.930209,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
357,ERO,,37.0,C-暂缓,0.0,13.13372,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
358,ESE,,37.0,C-暂缓,0.0,22.832176,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
359,FCPT,,37.0,C-暂缓,0.0,22.940868,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
360,DOO,Consumer Cyclical,36.9,C-暂缓,6.0,22.996345,24.4,-5.59,-30.37,否,ROE>40%,81.89,-5.59,-30.37,23.13,-1.16,-7.29,22.35,3.45,48.27,4.62,42.38,4.44,2.94,1.27,1.34,2.99,-2.51,1212500000.0
361,HMY,,36.9,C-暂缓,0.0,13.01209,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
362,PVH,,36.9,C-暂缓,0.0,22.966667,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
363,UBSI,,36.9,C-暂缓,0.0,12.99916,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
364,MDY,,36.9,C-暂缓,0.0,22.982107,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
365,HD,,36.9,C-暂缓,0.0,23.103398,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
366,BCO,Industrials,36.8,C-暂缓,6.0,25.688927,18.63,5.07,5.39,否,ROE>40%,136.37,5.07,5.39,10.04,-5.39,-1.61,25.81,3.8,71.91,2.86,62.9,16.62,2.44,1.51,0.75,2.19,-3.89,639500000.0
367,KNF,Basic Materials,36.8,C-暂缓,8.0,26.131827,33.28,7.47,10.56,否,FCF/NI<70%,96.28,7.47,10.56,10.31,5.37,10.46,18.35,4.99,9.57,4.83,33.37,0.74,3.6,2.54,0.97,-0.44,0.06,278475000.0
368,JNK,,36.8,C-暂缓,0.0,12.873928,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
369,KEY,,36.8,C-暂缓,0.0,12.812865,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
370,URBN,,36.8,C-暂缓,0.0,12.763922,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
371,MDYV,,36.8,C-暂缓,0.0,12.847422,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
372,NVS,,36.8,C-暂缓,0.0,23.252636,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
373,GD,,36.8,C-暂缓,0.0,23.132844,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
374,BRK.A,,36.7,C-暂缓,0.0,12.706996,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
375,NBTB,,36.7,C-暂缓,0.0,12.633745,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
376,VST,,36.7,C-暂缓,0.0,23.369389,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
377,WCC,,36.7,C-暂缓,0.0,23.26556,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
378,EFSC,,36.7,C-暂缓,0.0,12.640232,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
379,EVRG,,36.7,C-暂缓,0.0,23.283764,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
380,FCF,,36.7,C-暂缓,0.0,12.727656,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
381,PB,,36.6,C-暂缓,0.0,12.534987,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
382,MTB,,36.6,C-暂缓,0.0,12.561673,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
383,GLPI,,36.6,C-暂缓,0.0,12.476018,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
384,WFC,,36.6,C-暂缓,0.0,12.598452,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
385,UDR,,36.6,C-暂缓,0.0,23.50212,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
386,UGI,,36.6,C-暂缓,0.0,12.574655,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
387,USB,,36.6,C-暂缓,0.0,12.469062,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
388,FRT,,36.6,C-暂缓,0.0,23.544458,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
389,EPRT,,36.5,C-暂缓,0.0,23.647731,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
390,ERIE,,36.5,C-暂缓,0.0,23.629944,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
391,EWBC,,36.5,C-暂缓,0.0,12.434771,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
392,ALE,,36.4,C-暂缓,0.0,23.831376,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
393,ICL,,36.4,C-暂缓,0.0,23.696783,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
394,LTH,,36.4,C-暂缓,0.0,23.798532,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
395,MC,,36.4,C-暂缓,0.0,23.832753,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
396,PRDO,,36.4,C-暂缓,0.0,12.244304,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
397,GOLF,,36.4,C-暂缓,0.0,23.757196,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
398,EWJ,,36.4,C-暂缓,0.0,12.289782,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
399,UMBF,,36.3,C-暂缓,0.0,12.054116,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
400,FMS,,36.3,C-暂缓,0.0,12.083631,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
401,JCI,,36.2,C-暂缓,0.0,24.119072,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
402,KGC,,36.2,C-暂缓,0.0,11.889734,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
403,PBA,,36.2,C-暂缓,0.0,24.006692,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
404,PCG,,36.2,C-暂缓,0.0,11.956312,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
405,HMN,,36.2,C-暂缓,0.0,11.994144,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
406,GNTX,,36.2,C-暂缓,0.0,11.974397,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
407,SNY,,36.2,C-暂缓,0.0,24.039596,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
408,FHI,,36.2,C-暂缓,0.0,11.986456,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
409,KALU,,36.1,C-暂缓,0.0,11.598496,,,,否,无,,,,,9.97,11.34,nan,nan,nan,nan,42.44,1.32,,2.95,,nan,0.56,
410,TRMK,,36.1,C-暂缓,0.0,11.776342,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
411,FBP,,36.1,C-暂缓,0.0,11.806589,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
412,FHN,,36.1,C-暂缓,0.0,11.841056,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
413,MIAX,Financial Services,36.0,C-暂缓,14.0,29.79903,24.75,19.57,nan,否,FCF/NI<70%；股数膨胀>2%,57.14,19.57,nan,11.33,17.77,,31.56,-5.13,-7.95,-6.27,0.65,0.01,4.32,2.54,1.22,-1.9,2.5,167833000.0
414,FFBC,,36.0,C-暂缓,0.0,11.600715,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
415,SIG,,36.0,C-暂缓,0.0,11.590172,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
416,PRI,,36.0,C-暂缓,0.0,11.656859,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
417,TDS,,36.0,C-暂缓,0.0,11.590567,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
418,HSY,,35.9,C-暂缓,0.0,24.469732,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
419,KBR,,35.9,C-暂缓,0.0,11.462943,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
420,NFG,,35.9,C-暂缓,0.0,11.520937,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
421,GL,,35.9,C-暂缓,0.0,11.459568,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
422,SIGI,,35.9,C-暂缓,0.0,11.460243,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
423,SIRI,,35.9,C-暂缓,0.0,11.461847,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
424,UCB,,35.9,C-暂缓,0.0,11.506031,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
425,MDT,,35.9,C-暂缓,0.0,24.458445,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
426,ONB,,35.9,C-暂缓,0.0,11.528084,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
427,EFA,,35.9,C-暂缓,0.0,11.562849,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
428,FE,,35.9,C-暂缓,0.0,24.52276,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
429,SMCI,,35.8,C-暂缓,0.0,11.374233,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
430,VPL,,35.8,C-暂缓,0.0,11.40936,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
431,NVO,,35.8,C-暂缓,0.0,11.393829,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
432,G,,35.8,C-暂缓,0.0,11.314139,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
433,HGV,,35.8,C-暂缓,0.0,24.604591,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
434,FIBK,,35.8,C-暂缓,0.0,11.409959,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
435,SOLV,,35.7,C-暂缓,0.0,11.160985,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
436,PJT,,35.7,C-暂缓,0.0,24.836957,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
437,VAW,,35.7,C-暂缓,0.0,24.739916,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
438,URI,,35.7,C-暂缓,0.0,24.758668,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
439,FND,,35.7,C-暂缓,0.0,24.76845,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
440,GPI,,35.7,C-暂缓,0.0,11.209933,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
441,EOG,,35.7,C-暂缓,0.0,11.155642,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
442,FHB,,35.7,C-暂缓,0.0,11.209169,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
443,GGG,,35.6,C-暂缓,0.0,24.928349,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
444,RTO,,35.6,C-暂缓,0.0,24.966709,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
445,VIRT,,35.6,C-暂缓,0.0,11.005774,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
446,UNP,,35.6,C-暂缓,0.0,24.889061,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
447,ONEQ,,35.6,C-暂缓,0.0,11.124826,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
448,OR,,35.6,C-暂缓,0.0,24.933333,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
449,GRBK,,35.6,C-暂缓,0.0,11.034712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
450,EEFT,,35.6,C-暂缓,0.0,11.134877,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
451,FCFS,,35.6,C-暂缓,0.0,24.988874,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
452,DKS,Consumer Cyclical,35.5,C-暂缓,22.0,14.445505,44.72,11.65,-6.63,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,244.38,11.65,-6.63,18.59,88.29,20.13,32.92,4.93,15.33,6.09,44.49,1.4,18.77,1.53,1.24,0.47,2.64,1537343000.0
453,IJJ,,35.5,C-暂缓,0.0,10.987509,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
454,NHC,,35.5,C-暂缓,0.0,25.02015,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
455,PRU,,35.5,C-暂缓,0.0,10.860381,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
456,USAC,,35.5,C-暂缓,0.0,25.059811,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
457,FRO,,35.5,C-暂缓,0.0,10.871432,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
458,FNB,,35.5,C-暂缓,0.0,10.941179,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
459,STZ,Consumer Defensive,35.4,C-暂缓,10.0,12.446667,22.49,-1.12,nan,否,经营现金流3Y为负,168.6,-1.12,nan,-1.07,-9.96,-8.93,51.55,18.46,20.87,7.75,51.15,1.39,7.58,1.08,0.42,1.06,-1.93,2669000000.0
460,PSO,,35.4,C-暂缓,0.0,25.178719,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
461,TTE,,35.4,C-暂缓,0.0,10.760664,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
462,RDY,Healthcare,35.3,C-暂缓,18.0,28.993235,22.27,10.96,-1.67,否,经营现金流3Y为负；FCF/NI<70%,15.67,10.96,-1.67,-1.21,11.77,16.29,52.77,12.76,11.36,7.99,13.35,0.21,15.66,1.8,0.63,0.43,0.08,56755000000.0
463,IBOC,,35.3,C-暂缓,0.0,10.682174,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
464,GFF,,35.3,C-暂缓,0.0,25.379487,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
465,NWE,,35.3,C-暂缓,0.0,25.378668,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
466,UNH,,35.3,C-暂缓,0.0,25.296774,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
467,MAT,Consumer Cyclical,35.2,C-暂缓,8.0,10.821088,32.65,-0.54,0.31,否,应收增速>营收,22.48,-0.54,0.31,10.24,8.46,-14.28,48.73,7.43,17.8,6.03,40.41,1.2,4.87,2.15,0.81,1.03,-5.26,593255000.0
468,PAYC,,35.2,C-暂缓,0.0,25.511492,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
469,NCLH,,35.2,C-暂缓,0.0,10.49693,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
470,UGP,,35.2,C-暂缓,0.0,10.506101,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
471,FSM,,35.2,C-暂缓,0.0,10.556534,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
472,FSS,,35.2,C-暂缓,0.0,25.455393,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
473,IAG,,35.1,C-暂缓,0.0,10.406211,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
474,UAL,,35.1,C-暂缓,0.0,10.346071,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
475,OFG,,35.1,C-暂缓,0.0,10.342522,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
476,FPE,,35.1,C-暂缓,0.0,10.405882,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
477,FAF,,35.1,C-暂缓,0.0,10.320248,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
478,KB,,35.0,C-暂缓,0.0,10.149595,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
479,GRFS,,35.0,C-暂缓,0.0,10.199859,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
480,HCC,,35.0,C-暂缓,0.0,25.737981,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
481,PAGP,,34.9,C-暂缓,0.0,10.02509,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
482,PAYX,,34.9,C-暂缓,0.0,25.97955,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
483,PFSI,,34.9,C-暂缓,0.0,10.056864,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
484,ORCL,,34.9,C-暂缓,0.0,25.874786,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
485,BPY,,34.8,C-暂缓,0.0,9.869991,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
486,HSIC,,34.8,C-暂缓,0.0,26.091944,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
487,GEV,,34.8,C-暂缓,0.0,26.098817,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
488,TRV,,34.8,C-暂缓,0.0,9.906277,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
489,EZU,,34.8,C-暂缓,0.0,9.924635,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
490,PFS,,34.7,C-暂缓,0.0,9.808773,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
491,LULU,,34.7,C-暂缓,0.0,9.742806,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
492,GMAB,,34.7,C-暂缓,0.0,26.268152,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
493,SKYW,,34.7,C-暂缓,0.0,9.818915,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
494,SOXX,,34.7,C-暂缓,0.0,9.712856,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
495,PCAR,,34.6,C-暂缓,0.0,26.385935,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
496,IBP,,34.6,C-暂缓,0.0,26.430464,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
497,IMCG,,34.6,C-暂缓,0.0,9.558135,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
498,MTDR,,34.6,C-暂缓,0.0,9.682066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
499,MTG,,34.6,C-暂缓,0.0,9.686109,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
500,SITE,,34.6,C-暂缓,0.0,26.408219,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
