代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
01787,1787.HK,Basic Materials,19.52,194.32,15.406472,64.15,54.45,27.51,56.03,,,,10.56,38.48,21492754843.56,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01810,1810.HK,Technology,26.72,6904.72,17.377526,55.39,59.9,17.76,156.28,,,,15.64,8.23,34142377000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01818,1818.HK,Basic Materials,20.36,586.68,15.919296,51.94,42.36,18.97,250.49,,,,6.85,37.43,2597165000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01836,1836.HK,Consumer Cyclical,13.98,117.99,11.012461,19.52,17.37,-1.25,5.34,,,,12.58,1.13,194736000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01866,1866.HK,Basic Materials,9.35,119.21,10.767461,27.97,12.98,3.19,-11.09,,,,9.56,43.07,3376765000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01876,1876.HK,Consumer Defensive,6.45,854.17,22.822972,31.53,9.42,-3.82,-18.79,,,,4.77,1.88,951000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01882,1882.HK,Industrials,20.1,320.8,8.732615,23.28,26.2,12.94,13.38,,,,14.32,9.12,3479819000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02313,2313.HK,Consumer Cyclical,42.58,639.98,9.873983,41.67,73.0,3.71,8.48,,,,15.54,26.11,5549401000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02318,2318.HK,Financial Services,56.9,4237.67,6.947872,23.83,74.7,6.7,6.68,,,,13.47,10.35,658632000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02331,2331.HK,Consumer Cyclical,14.42,372.76,11.41389,38.43,23.42,4.68,-10.27,,,,10.63,5.45,4851532000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02333,2333.HK,Consumer Cyclical,8.85,204.26,7.363972,55.44,19.86,17.75,6.07,,,,11.22,22.26,17753789028.71,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02338,2338.HK,Consumer Cyclical,33.46,650.13,22.06181,26.36,45.44,9.79,30.62,,,,11.73,10.75,28681522296.05,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03668,3668.HK,Energy,32.56,429.79,18.833372,33.66,49.08,-18.33,-50.31,,,,4.87,0.69,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06181,6181.HK,Consumer Cyclical,375.2,540.29,11.894764,58.22,898.0,176.31,272.04,,,,43.87,31.36,-6848198000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06618,6618.HK,Healthcare,37.0,1180.3,19.021966,48.4,71.7,16.26,141.83,,,,8.95,0.78,10173949000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06655,6655.HK,Basic Materials,14.3,105.06,8.358926,29.21,20.2,5.07,1.87,,,,8.9,31.15,6694037666.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06690,6690.HK,Consumer Cyclical,21.3,607.9,9.152142,24.47,28.2,7.47,9.95,,,,16.47,15.32,26002941969.92,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01898,1898.HK,Energy,10.96,450.09,8.925081,28.08,15.24,-12.44,-7.4,,,,9.04,19.33,29791934000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02096,2096.HK,Healthcare,12.73,326.91,20.36093,15.58,15.08,6.93,13.02,,,,14.29,8.06,2013530000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02099,2099.HK,Basic Materials,167.5,663.3,13.750898,32.51,248.2,5.84,27.98,,,,20.22,16.31,709984000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02142,2142.HK,Healthcare,12.51,108.59,14.502747,30.42,17.98,57.21,nan,,,,24.88,16.35,81334000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03306,3306.HK,Consumer Cyclical,18.83,100.36,9.238045,17.99,22.96,10.74,16.89,,,,37.81,7.83,1132989000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03330,3330.HK,Basic Materials,18.67,223.48,15.105178,40.16,31.2,9.08,85.89,,,,31.63,38.91,725733000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03360,3360.HK,Financial Services,6.64,319.92,6.873881,22.25,8.54,4.69,-12.91,,,,7.95,73.78,9965983000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03393,3393.HK,Industrials,19.05,198.88,17.008929,43.64,33.8,19.82,48.4,,,,16.97,14.27,1407697000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03396,3396.HK,Technology,13.39,170.3,23.22278,28.17,18.64,8.07,-3.13,,,,1.83,22.44,25918375000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03606,3606.HK,Consumer Cyclical,54.15,328.56,13.804538,37.03,86.0,17.68,25.11,,,,24.8,24.11,12055090552.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02232,2232.HK,Consumer Cyclical,5.69,162.33,9.283158,27.52,7.85,1.97,9.16,,,,13.97,1.63,266423000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02276,2276.HK,Healthcare,29.26,145.71,23.615819,56.0,66.5,11.87,30.92,,,,20.33,8.43,536627000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02282,2282.HK,Consumer Cyclical,10.47,397.86,7.878104,39.72,17.37,87.6,nan,,,,156.27,64.6,8737668000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01681,1681.HK,Healthcare,13.39,112.34,9.549682,30.8,19.35,13.46,16.44,,,,23.77,3.32,1211796000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01698,1698.HK,Communication Services,34.3,1079.76,10.418772,67.02,104.0,5.1,44.33,,,,13.77,3.72,10231000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01772,1772.HK,Basic Materials,38.38,185.38,18.35935,57.92,91.2,-17.97,-57.15,,,,3.57,29.88,2944844627.19,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00551,0551.HK,Consumer Cyclical,13.69,219.72,8.227846,28.32,19.1,-3.62,8.74,,,,8.25,12.95,591240000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00576,0576.HK,Industrials,6.55,132.53,6.717873,19.73,8.16,8.82,0.93,,,,10.57,36.38,4203482000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00590,0590.HK,Consumer Cyclical,24.06,141.23,6.913793,30.26,34.5,4.36,-7.56,,,,8.33,15.69,919196000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00631,0631.HK,Industrials,7.42,244.12,12.765482,54.31,16.24,16.13,2.23,,,,13.48,25.06,2457148000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09896,9896.HK,Consumer Cyclical,23.96,296.85,12.497572,53.88,51.95,28.59,23.6,,,,11.35,37.83,2577891000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09899,9899.HK,Communication Services,114.4,240.24,7.987785,61.61,298.0,-4.8,nan,,,,21.35,0.04,1618081000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09901,9901.HK,Consumer Defensive,38.48,612.22,18.518409,24.62,51.05,16.42,nan,,,,10.15,10.3,896592000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09911,9911.HK,Technology,8.19,114.91,11.112619,41.87,14.09,35.0,92.93,,,,38.39,1.96,1454668000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09961,9961.HK,Consumer Cyclical,342.6,2157.37,6.044034,44.11,613.0,46.04,187.37,,,,19.48,11.82,14379000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09985,9985.HK,Consumer Defensive,7.7,187.11,11.532367,46.53,14.4,15.96,111.19,,,,19.52,19.58,1494379000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09987,9987.HK,Consumer Cyclical,336.8,1158.59,15.671677,25.35,451.2,7.23,28.09,,,,17.27,21.72,1466000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06030,6030.HK,Financial Services,27.76,727.33,11.065188,15.62,32.9,4.88,12.16,,,,9.4,13.91,74104321265.96,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06055,6055.HK,Consumer Defensive,21.28,147.19,14.985915,55.76,48.1,20.54,37.77,,,,26.9,31.44,1035402000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06060,6060.HK,Financial Services,10.64,173.94,12.693051,52.07,22.2,16.26,nan,,,,4.33,5.93,3535832000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06066,6066.HK,Financial Services,12.17,153.47,7.487402,22.78,15.76,15.45,7.87,,,,7.93,27.38,42719709000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06099,6099.HK,Financial Services,15.36,195.77,9.212284,19.16,19.0,10.31,15.24,,,,8.95,29.45,-31368505124.65,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00512,0512.HK,Healthcare,5.19,184.22,14.64447,47.47,9.88,8.71,-15.81,,,,7.29,17.38,1649523000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01585,1585.HK,Consumer Cyclical,10.18,316.87,9.579067,32.18,15.01,6.02,10.45,,,,27.83,7.05,5989810000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02018,2018.HK,Technology,38.9,449.68,15.43895,23.73,51.0,15.55,45.16,,,,10.31,22.11,7183014000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02367,2367.HK,Consumer Defensive,28.9,306.92,14.348235,56.01,65.7,32.65,24.09,,,,19.32,0.09,1780622000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02382,2382.HK,Technology,58.35,629.6,11.863956,36.16,91.4,9.2,24.43,,,,15.92,10.54,6079499000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02400,2400.HK,Communication Services,41.88,204.79,12.25878,54.7,92.45,18.88,nan,,,,40.28,2.34,1712603000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00358,0358.HK,Basic Materials,34.62,480.35,13.161401,35.59,53.75,4.3,5.96,,,,8.77,34.46,-6914101315.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00363,0363.HK,Industrials,13.46,146.31,7.244349,16.86,16.19,-12.74,-4.43,,,,4.03,33.88,8787009000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00384,0384.HK,Utilities,5.88,320.34,11.76,33.56,8.85,-3.51,-24.85,,,,6.04,40.77,6440956000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00392,0392.HK,Industrials,30.98,389.73,6.927058,16.0,36.88,3.19,-8.09,,,,5.68,37.06,7407674000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00425,0425.HK,Consumer Cyclical,27.36,320.39,10.168816,41.49,46.76,14.14,21.51,,,,11.45,21.37,4912275000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00285,0285.HK,Technology,23.3,524.95,13.435853,50.11,46.7,18.75,23.68,,,,10.2,10.63,18768443000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00288,0288.HK,Consumer Defensive,8.35,1071.31,8.79488,22.97,10.84,-0.13,4.58,,,,14.01,18.82,2526000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00291,0291.HK,Consumer Defensive,23.64,766.88,20.444309,19.59,29.4,2.51,-8.11,,,,10.45,4.96,7127000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00303,0303.HK,Technology,52.65,133.73,12.691835,22.46,67.9,-3.29,-3.49,,,,20.72,9.76,123900000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00322,0322.HK,Consumer Defensive,11.37,640.93,12.797324,17.01,13.7,0.15,19.58,,,,30.04,27.73,8201664000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00762,0762.HK,Communication Services,6.6,2019.47,9.016393,38.2,10.68,3.39,7.52,,,,5.65,5.09,90175000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00763,0763.HK,Technology,24.56,185.55,23.014111,47.14,46.46,2.88,-11.41,,,,7.45,30.31,3918746000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
