二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
326,QGEN,,38.1,C-暂缓,0.0,21.339425,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
327,HDB,,38.1,C-暂缓,0.0,14.73485,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
328,EOG,,38.1,C-暂缓,0.0,14.656342,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
329,KRG,,38.0,C-暂缓,0.0,21.470786,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
330,DAL,,38.0,C-暂缓,0.0,14.507481,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
331,DORM,,38.0,C-暂缓,0.0,21.47486,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
332,PNFP,,38.0,C-暂缓,0.0,14.49449,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
333,LMT,,38.0,C-暂缓,0.0,21.472819,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
334,VRTX,,38.0,C-暂缓,0.0,28.31454,,,,否,无,,,,,12.49,54.14,nan,nan,nan,nan,7.92,0.11,,2.9,,nan,-0.39,
335,EXG,,38.0,C-暂缓,0.0,21.447368,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
336,SLF,,37.9,C-暂缓,0.0,21.56377,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
337,E,,37.9,C-暂缓,0.0,14.47161,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
338,PBI,,37.9,C-暂缓,0.0,14.364049,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
339,KNSL,,37.9,C-暂缓,0.0,14.464416,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
340,SKWD,,37.9,C-暂缓,0.0,14.430542,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
341,PPL,,37.9,C-暂缓,0.0,21.548954,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
342,VCR,,37.9,C-暂缓,0.0,21.509727,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
343,OGN,,37.9,C-暂缓,0.0,14.376902,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
344,EC,,37.9,C-暂缓,0.0,14.359327,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
345,SF,,37.8,C-暂缓,0.0,14.246383,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
346,OXY,,37.8,C-暂缓,0.0,14.263374,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
347,MO,,37.8,C-暂缓,0.0,14.279722,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
348,SKY,,37.8,C-暂缓,0.0,21.751366,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
349,URBN,,37.8,C-暂缓,0.0,14.258324,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
350,MDU,,37.8,C-暂缓,0.0,21.71795,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
351,IYY,,37.7,C-暂缓,0.0,14.178753,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
352,GLPI,,37.7,C-暂缓,0.0,14.161032,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
353,OII,,37.7,C-暂缓,0.0,14.070268,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
354,HESM,,37.7,C-暂缓,0.0,14.175006,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
355,EPD,,37.7,C-暂缓,0.0,14.106882,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
356,FBIN,,37.7,C-暂缓,0.0,21.873968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
357,FCF,,37.7,C-暂缓,0.0,14.172446,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
358,AB,Financial Services,37.6,C-暂缓,10.0,10.975203,16.66,2.89,3.03,否,经营现金流3Y为负,44.11,2.89,3.03,-0.95,,,nan,90.11,24.21,18.31,,,,,0.2,1.18,-6.75,352372000.0
359,ARCH,,37.6,C-暂缓,0.0,13.950238,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
360,SWX,,37.6,C-暂缓,0.0,13.914397,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
361,DDS,,37.6,C-暂缓,0.0,13.975149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
362,PMTU,,37.6,C-暂缓,0.0,22.070751,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
363,GMAB,,37.6,C-暂缓,0.0,22.02292,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
364,SNN,,37.6,C-暂缓,0.0,22.039106,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
365,POR,,37.6,C-暂缓,0.0,22.022321,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
366,NTR,,37.6,C-暂缓,0.0,14.018229,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
367,FRME,,37.6,C-暂缓,0.0,14.00352,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
368,ICE,,37.5,C-暂缓,0.0,22.21275,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
369,MTH,,37.5,C-暂缓,0.0,13.895171,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
370,NU,,37.5,C-暂缓,0.0,22.108602,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
371,OR,,37.5,C-暂缓,0.0,22.17019,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
372,ERIE,,37.5,C-暂缓,0.0,22.163354,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
373,SBCF,,37.4,C-暂缓,0.0,22.241002,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
374,TAL,,37.4,C-暂缓,0.0,13.635883,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
375,DECK,,37.4,C-暂缓,0.0,13.657439,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
376,DVA,,37.4,C-暂缓,0.0,22.352557,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
377,PNC,,37.4,C-暂缓,0.0,13.742671,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
378,SM,,37.4,C-暂缓,0.0,13.721519,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
379,NWSA,,37.4,C-暂缓,0.0,13.689587,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
380,VCTR,,37.4,C-暂缓,0.0,22.328938,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
381,TU,,37.4,C-暂缓,0.0,22.252223,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
382,ORCL,,37.4,C-暂缓,0.0,22.276158,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
383,ORLA,,37.4,C-暂缓,0.0,13.666582,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
384,OTF,Financial Services,37.3,C-暂缓,21.0,10.98254,37.17,149.84,235.95,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,15.82,149.84,235.95,nan,,,nan,92.43,8.96,6.72,42.73,0.78,1.75,,0.07,-1.27,31.33,-915952000.0
385,ATMU,Consumer Cyclical,37.3,C-暂缓,14.0,20.239653,22.36,4.14,6.77,否,ROE>40%；应收增速>营收,66.5,4.14,6.77,6.95,22.48,4.84,28.24,11.76,54.8,16.32,45.3,1.62,8.97,2.42,1.39,0.72,-0.72,202700000.0
386,SCI,,37.3,C-暂缓,0.0,22.492653,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
387,DHI,,37.3,C-暂缓,0.0,13.610101,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
388,DTE,,37.3,C-暂缓,0.0,22.458577,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
389,PAAS,,37.3,C-暂缓,0.0,13.540589,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
390,VALE,,37.3,C-暂缓,0.0,22.526791,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
391,TTEK,,37.3,C-暂缓,0.0,13.591367,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
392,FOX,,37.3,C-暂缓,0.0,13.584561,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
393,FMS,,37.3,C-暂缓,0.0,13.496015,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
394,HCA,,37.3,C-暂缓,0.0,13.476783,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
395,HCXY,,37.3,C-暂缓,0.0,13.484358,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
396,PXD,,37.2,C-暂缓,0.0,13.348617,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
397,MLM,Basic Materials,37.2,C-暂缓,0.0,12.524407,26.14,,,否,无,710.97,,,,,,nan,nan,nan,,,,,,,nan,,
398,PRI,,37.2,C-暂缓,0.0,13.415444,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
399,MDYG,,37.2,C-暂缓,0.0,13.399091,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
400,UNVR,,37.1,C-暂缓,0.0,13.294194,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
401,HURN,,37.1,C-暂缓,0.0,22.809416,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
402,KEY,,37.1,C-暂缓,0.0,13.210526,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
403,PTC,,37.1,C-暂缓,0.0,13.295944,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
404,STLD,,37.1,C-暂缓,0.0,22.800363,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
405,UBSI,,37.1,C-暂缓,0.0,13.231288,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
406,OTTR,,37.1,C-暂缓,0.0,13.276535,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
407,HBAN,,37.1,C-暂缓,0.0,13.294293,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
408,HBM,,37.1,C-暂缓,0.0,13.313132,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
409,DOO,Consumer Cyclical,37.0,C-暂缓,6.0,22.966629,24.5,-5.59,-30.37,否,ROE>40%,81.89,-5.59,-30.37,23.13,-1.16,-7.29,22.35,3.45,48.27,4.62,42.38,4.44,2.94,1.27,1.34,2.99,-2.51,1212500000.0
410,PGTI,,37.0,C-暂缓,0.0,22.945355,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
411,SAIC,,37.0,C-暂缓,0.0,13.175478,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
412,KVUE,,37.0,C-暂缓,0.0,22.905335,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
413,LEA,,37.0,C-暂缓,0.0,13.064,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
414,TIGO,,37.0,C-暂缓,0.0,13.045803,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
415,EBC,,37.0,C-暂缓,0.0,13.154751,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
416,HMN,,37.0,C-暂缓,0.0,13.093126,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
417,IHI,,37.0,C-暂缓,0.0,13.149499,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
418,KBH,,37.0,C-暂缓,0.0,13.168924,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
419,MTB,,37.0,C-暂缓,0.0,13.038115,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
420,FGN,,37.0,C-暂缓,0.0,13.108036,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
421,PJT,,37.0,C-暂缓,0.0,22.868207,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
422,TBBK,,37.0,C-暂缓,0.0,13.067377,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
423,MDLZ,,37.0,C-暂缓,0.0,22.825647,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
424,MDT,,37.0,C-暂缓,0.0,22.892761,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
425,MDY,,37.0,C-暂缓,0.0,22.841329,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
426,GDDY,,37.0,C-暂缓,0.0,13.110039,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
427,EFSC,,37.0,C-暂缓,0.0,13.180906,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
428,FINN,,37.0,C-暂缓,0.0,13.059987,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
429,PB,,36.9,C-暂缓,0.0,12.98056,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
430,PHM,,36.9,C-暂缓,0.0,12.898878,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
431,KDP,,36.9,C-暂缓,0.0,23.078828,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
432,NBTB,,36.9,C-暂缓,0.0,12.90333,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
433,SIG,,36.9,C-暂缓,0.0,13.019673,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
434,FCPT,,36.9,C-暂缓,0.0,23.083235,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
435,CMC,Industrials,36.8,C-暂缓,0.0,13.054786,19.03,-4.36,-58.88,否,无,84.87,-4.36,-58.88,0.7,-4.02,-7.22,15.65,1.09,2.02,1.21,18.88,0.32,3.36,2.78,1.11,3.69,-1.82,715070000.0
436,RGA,,36.8,C-暂缓,0.0,12.874361,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
437,LAD,,36.8,C-暂缓,0.0,12.825634,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
438,LEN,,36.8,C-暂缓,0.0,12.827568,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
439,TCBI,,36.8,C-暂缓,0.0,12.80531,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
440,DRVN,,36.8,C-暂缓,0.0,12.809177,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
441,PBH,,36.8,C-暂缓,0.0,12.84399,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
442,JNK,,36.8,C-暂缓,0.0,12.835026,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
443,MTDR,,36.8,C-暂缓,0.0,12.841097,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
444,VAW,,36.8,C-暂缓,0.0,23.116657,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
445,MDYV,,36.8,C-暂缓,0.0,12.889483,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
446,ERIC,,36.8,C-暂缓,0.0,12.872901,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
447,BABA,Consumer Cyclical,36.7,C-暂缓,18.0,19.1638,36.55,5.62,12.49,否,经营现金流3Y为负；FCF/NI<70%,192.67,5.62,12.49,-27.47,3.88,-12.83,39.81,10.12,9.76,5.58,14.75,0.27,14.21,1.28,0.55,-0.49,-3.27,76213000000.0
448,RF,,36.7,C-暂缓,0.0,12.600145,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
449,RGLD,,36.7,C-暂缓,0.0,23.31184,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
450,DLB,,36.7,C-暂缓,0.0,23.373363,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
451,MC,,36.7,C-暂缓,0.0,23.372822,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
452,GD,,36.7,C-暂缓,0.0,23.382883,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
453,FCFS,,36.7,C-暂缓,0.0,23.256148,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
454,FLS,,36.7,C-暂缓,0.0,26.647263,,,,否,无,,,,,5.97,-0.56,nan,nan,nan,nan,30.84,0.8,,2.03,,nan,-0.88,
455,LCII,,36.6,C-暂缓,0.0,12.544118,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
456,LEN.B,,36.6,C-暂缓,0.0,12.57055,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
457,DVN,,36.6,C-暂缓,0.0,12.503501,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
458,PCG,,36.6,C-暂缓,0.0,12.518115,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
459,FTS,,36.6,C-暂缓,0.0,23.456298,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
460,PRU,,36.6,C-暂缓,0.0,12.556676,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
461,TDW,,36.6,C-暂缓,0.0,12.588755,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
462,WBS,,36.6,C-暂缓,0.0,12.562052,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
463,WFC,,36.6,C-暂缓,0.0,12.563574,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
464,UGI,,36.6,C-暂缓,0.0,12.496584,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
465,UL,,36.6,C-暂缓,0.0,12.515805,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
466,USB,,36.6,C-暂缓,0.0,12.576846,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
467,AGR,,36.5,C-暂缓,0.0,12.422506,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
468,SYY,,36.5,C-暂缓,0.0,23.652457,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
469,MUFG,,36.5,C-暂缓,0.0,23.62571,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
470,GNTX,,36.5,C-暂缓,0.0,12.408437,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
471,UGP,,36.5,C-暂缓,0.0,12.341343,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
472,UNP,,36.5,C-暂缓,0.0,23.651936,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
473,NVS,,36.5,C-暂缓,0.0,23.606391,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
474,HD,,36.5,C-暂缓,0.0,23.577194,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
475,EQT,,36.5,C-暂缓,0.0,12.357686,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
476,FHN,,36.5,C-暂缓,0.0,12.31662,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
477,ALE,,36.4,C-暂缓,0.0,23.831376,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
478,IDA,,36.4,C-暂缓,0.0,23.829386,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
479,IBP,,36.4,C-暂缓,0.0,23.758687,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
480,FBP,,36.4,C-暂缓,0.0,12.194382,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
481,DAVE,,36.3,C-暂缓,0.0,23.888187,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
482,DBD,,36.3,C-暂缓,0.0,23.887715,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
483,PAYX,,36.3,C-暂缓,0.0,23.893661,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
484,GL,,36.3,C-暂缓,0.0,12.086962,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
485,SNY,,36.3,C-暂缓,0.0,12.048712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
486,TRMK,,36.3,C-暂缓,0.0,12.076668,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
487,UMBF,,36.3,C-暂缓,0.0,12.149575,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
488,FR,,36.3,C-暂缓,0.0,23.960211,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
489,EVRG,,36.3,C-暂缓,0.0,23.965099,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
490,FHB,,36.3,C-暂缓,0.0,12.078434,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
491,MTOR,,36.2,C-暂缓,0.0,11.968033,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
492,SRC,,36.2,C-暂缓,0.0,24.025712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
493,STZ,Consumer Defensive,36.2,C-暂缓,10.0,12.402857,25.29,-1.12,nan,否,经营现金流3Y为负,174.32,-1.12,nan,-1.07,-9.96,-8.93,51.55,18.46,20.87,7.75,51.15,1.39,7.58,1.08,0.42,1.06,-1.93,2669000000.0
494,SAP,,36.2,C-暂缓,0.0,24.067666,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
495,SLB,,36.2,C-暂缓,0.0,24.046085,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
496,TFC,,36.2,C-暂缓,0.0,11.921489,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
497,TREX,,36.2,C-暂缓,0.0,24.12415,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
498,FFBC,,36.2,C-暂缓,0.0,11.957714,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
499,SIRI,,36.2,C-暂缓,0.0,11.895582,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
500,SO,,36.2,C-暂缓,0.0,24.117347,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
501,TROW,,36.2,C-暂缓,0.0,11.983887,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
502,ONB,,36.2,C-暂缓,0.0,11.880393,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
503,KALU,,36.1,C-暂缓,0.0,11.843252,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
504,SIGI,,36.1,C-暂缓,0.0,11.749042,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
505,UDR,,36.1,C-暂缓,0.0,24.160584,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
506,FMX,,36.1,C-暂缓,0.0,24.208715,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
507,ENS,,36.1,C-暂缓,0.0,24.162338,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
508,EWJ,,36.1,C-暂缓,0.0,11.843674,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
509,GPK,,36.0,C-暂缓,0.0,11.663043,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
510,EPRT,,36.0,C-暂缓,0.0,24.364093,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
511,FHI,,36.0,C-暂缓,0.0,11.690208,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
512,FIBK,,36.0,C-暂缓,0.0,11.711842,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
513,SAN,,35.9,C-暂缓,0.0,11.464356,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
514,IFF,,35.9,C-暂缓,0.0,24.552449,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
515,TKC,,35.9,C-暂缓,0.0,11.441185,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
516,DVY,,35.9,C-暂缓,0.0,11.569665,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
517,IWR,,35.9,C-暂缓,0.0,11.474332,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
518,WCC,,35.9,C-暂缓,0.0,24.42533,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
519,OHI,,35.9,C-暂缓,0.0,24.541715,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
520,DOV,,35.8,C-暂缓,0.0,24.618528,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
521,IBOC,,35.8,C-暂缓,0.0,11.423725,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
522,VNT,,35.8,C-暂缓,0.0,11.340165,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
523,UAL,,35.8,C-暂缓,0.0,11.349809,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
524,EFA,,35.8,C-暂缓,0.0,11.333138,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
525,EQNR,,35.8,C-暂缓,0.0,11.323209,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
526,SHY,,35.7,C-暂缓,0.0,24.759149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
527,IEMG,,35.7,C-暂缓,0.0,11.154606,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
528,LKQ,,35.7,C-暂缓,0.0,11.177529,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
529,DGX,,35.7,C-暂缓,0.0,24.744308,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
530,NWE,,35.7,C-暂缓,0.0,24.808442,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
531,PR,,35.7,C-暂缓,0.0,24.71871,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
532,PSO,,35.7,C-暂缓,0.0,24.825278,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
533,FNB,,35.7,C-暂缓,0.0,11.232389,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
534,RRC,,35.6,C-暂缓,0.0,11.096141,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
535,THG,,35.6,C-暂缓,0.0,11.106834,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
536,TIMB,,35.6,C-暂缓,0.0,11.061743,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
537,TOL,,35.6,C-暂缓,0.0,11.016918,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
538,DOX,,35.6,C-暂缓,0.0,11.138034,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
539,JD,,35.6,C-暂缓,0.0,24.966476,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
540,IJJ,,35.6,C-暂缓,0.0,11.023299,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
541,NFG,,35.6,C-暂缓,0.0,11.08507,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
542,GGG,,35.6,C-暂缓,0.0,24.956645,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
543,NVO,,35.6,C-暂缓,0.0,11.133582,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
